﻿Sumlev,State,County,Place,Cousub,Concit,Primgeo Flag,Funcstat,Name,Year,Census Year,2010 Census Population,City/Town,Lower City
61,23,9,0,"43,430",0,1,A,Mariaville town,Census2010Pop,1/1/10,513,Mariaville,mariaville
61,23,3,0,"43,710",0,1,A,Mars Hill town,Census2010Pop,1/1/10,"1,493",Mars Hill,mars hill
61,23,29,0,"43,640",0,1,A,Marshfield town,Census2010Pop,1/1/10,518,Marshfield,marshfield
61,23,3,0,"43,990",0,1,A,Masardis town,Census2010Pop,1/1/10,249,Masardis,masardis
61,23,13,0,"44,165",0,1,A,Matinicus Isle plantation,Census2010Pop,1/1/10,74,Matinicus Isle,matinicus isle
61,23,19,0,"44,270",0,1,A,Mattawamkeag town,Census2010Pop,1/1/10,687,Mattawamkeag,mattawamkeag
61,23,19,0,"44,340",0,1,A,Maxfield town,Census2010Pop,1/1/10,97,Maxfield,maxfield
61,23,1,0,"44,585",0,1,A,Mechanic Falls town,Census2010Pop,1/1/10,"3,031",Mechanic Falls,mechanic falls
61,23,29,0,"44,760",0,1,A,Meddybemps town,Census2010Pop,1/1/10,157,Meddybemps,meddybemps
61,23,21,0,"44,830",0,1,A,Medford town,Census2010Pop,1/1/10,254,Medford,medford
61,23,19,0,"45,005",0,1,A,Medway town,Census2010Pop,1/1/10,"1,349",Medway,medway
61,23,25,0,"45,110",0,1,A,Mercer town,Census2010Pop,1/1/10,664,Mercer,mercer
61,23,3,0,"45,180",0,1,A,Merrill town,Census2010Pop,1/1/10,273,Merrill,merrill
61,23,17,0,"45,285",0,1,A,Mexico town,Census2010Pop,1/1/10,"2,681",Mexico,mexico
61,23,29,0,"45,600",0,1,A,Milbridge town,Census2010Pop,1/1/10,"1,353",Milbridge,milbridge
61,23,19,0,"45,670",0,1,A,Milford town,Census2010Pop,1/1/10,"3,070",Milford,milford
61,23,19,0,"45,810",0,1,A,Millinocket town,Census2010Pop,1/1/10,"4,506",Millinocket,millinocket
61,23,21,0,"46,020",0,1,A,Milo town,Census2010Pop,1/1/10,"2,340",Milo,milo
61,23,1,0,"46,160",0,1,A,Minot town,Census2010Pop,1/1/10,"2,607",Minot,minot
61,23,15,0,"46,335",0,1,A,Monhegan plantation,Census2010Pop,1/1/10,69,Monhegan,monhegan
61,23,11,0,"46,405",0,1,A,Monmouth town,Census2010Pop,1/1/10,"4,104",Monmouth,monmouth
61,23,27,0,"46,475",0,1,A,Monroe town,Census2010Pop,1/1/10,890,Monroe,monroe
61,23,21,0,"46,580",0,1,A,Monson town,Census2010Pop,1/1/10,686,Monson,monson
61,23,3,0,"46,685",0,1,A,Monticello town,Census2010Pop,1/1/10,790,Monticello,monticello
61,23,27,0,"46,790",0,1,A,Montville town,Census2010Pop,1/1/10,"1,032",Montville,montville
61,23,25,0,"47,140",0,1,A,Moose River town,Census2010Pop,1/1/10,218,Moose River,moose river
61,23,3,0,"47,175",0,1,A,Moro plantation,Census2010Pop,1/1/10,38,Moro,moro
61,23,27,0,"47,245",0,1,A,Morrill town,Census2010Pop,1/1/10,884,Morrill,morrill
61,23,25,0,"47,455",0,1,A,Moscow town,Census2010Pop,1/1/10,512,Moscow,moscow
61,23,19,0,"47,560",0,1,A,Mount Chase town,Census2010Pop,1/1/10,201,Mount Chase,mount chase
61,23,9,0,"47,630",0,1,A,Mount Desert town,Census2010Pop,1/1/10,"2,053",Mount Desert,mount desert
61,23,11,0,"47,770",0,1,A,Mount Vernon town,Census2010Pop,1/1/10,"1,640",Mount Vernon,mount vernon
61,23,5,0,"48,085",0,1,A,Naples town,Census2010Pop,1/1/10,"3,872",Naples,naples
61,23,3,0,"48,120",0,1,A,Nashville plantation,Census2010Pop,1/1/10,46,Nashville,nashville
61,23,3,0,"48,575",0,1,A,New Canada town,Census2010Pop,1/1/10,321,New Canada,new canada
61,23,5,0,"48,820",0,1,A,New Gloucester town,Census2010Pop,1/1/10,"5,542",New Gloucester,new gloucester
61,23,3,0,"48,960",0,1,A,New Limerick town,Census2010Pop,1/1/10,510,New Limerick,new limerick
61,23,25,0,"49,205",0,1,A,New Portland town,Census2010Pop,1/1/10,718,New Portland,new portland
61,23,7,0,"49,345",0,1,A,New Sharon town,Census2010Pop,1/1/10,"1,407",New Sharon,new sharon
61,23,3,0,"49,415",0,1,A,New Sweden town,Census2010Pop,1/1/10,602,New Sweden,new sweden
61,23,7,0,"49,520",0,1,A,New Vineyard town,Census2010Pop,1/1/10,757,New Vineyard,new vineyard
61,23,19,0,"48,505",0,1,A,Newburgh town,Census2010Pop,1/1/10,"1,551",Newburgh,newburgh
61,23,15,0,"48,645",0,1,A,Newcastle town,Census2010Pop,1/1/10,"1,752",Newcastle,newcastle
61,23,31,0,"48,750",0,1,A,Newfield town,Census2010Pop,1/1/10,"1,522",Newfield,newfield
61,23,19,0,"49,065",0,1,A,Newport town,Census2010Pop,1/1/10,"3,275",Newport,newport
61,23,17,0,"49,275",0,1,A,Newry town,Census2010Pop,1/1/10,329,Newry,newry
61,23,15,0,"49,660",0,1,A,Nobleboro town,Census2010Pop,1/1/10,"1,643",Nobleboro,nobleboro
61,23,25,0,"49,835",0,1,A,Norridgewock town,Census2010Pop,1/1/10,"3,367",Norridgewock,norridgewock
61,23,31,0,"50,325",0,1,A,North Berwick town,Census2010Pop,1/1/10,"4,576",North Berwick,north berwick
61,23,13,0,"51,620",0,1,A,North Haven town,Census2010Pop,1/1/10,355,North Haven,north haven
61,23,5,0,"53,860",0,1,A,North Yarmouth town,Census2010Pop,1/1/10,"3,565",North Yarmouth,north yarmouth
61,23,29,0,"51,375",0,1,A,Northfield town,Census2010Pop,1/1/10,148,Northfield,northfield
61,23,27,0,"52,845",0,1,A,Northport town,Census2010Pop,1/1/10,"1,520",Northport,northport
61,23,17,0,"54,000",0,1,A,Norway town,Census2010Pop,1/1/10,"5,014",Norway,norway
61,23,3,0,"54,385",0,1,A,Oakfield town,Census2010Pop,1/1/10,737,Oakfield,oakfield
61,23,11,0,"54,560",0,1,A,Oakland town,Census2010Pop,1/1/10,"6,240",Oakland,oakland
61,23,31,0,"54,980",0,1,A,Ogunquit town,Census2010Pop,1/1/10,892,Ogunquit,ogunquit
61,23,31,0,"55,085",0,1,A,Old Orchard Beach town,Census2010Pop,1/1/10,"8,624",Old Orchard Beach,old orchard beach
71,23,19,"55,225","55,225",0,1,A,Old Town city,Census2010Pop,1/1/10,"7,840",Old Town,old town
61,23,3,0,"55,435",0,1,A,Orient town,Census2010Pop,1/1/10,147,Orient,orient
61,23,9,0,"55,505",0,1,A,Orland town,Census2010Pop,1/1/10,"2,225",Orland,orland
61,23,19,0,"55,565",0,1,A,Orono town,Census2010Pop,1/1/10,"10,362",Orono,orono
61,23,19,0,"55,680",0,1,A,Orrington town,Census2010Pop,1/1/10,"3,733",Orrington,orrington
61,23,9,0,"55,855",0,1,A,Osborn town,Census2010Pop,1/1/10,67,Osborn,osborn
61,23,9,0,"55,890",0,1,A,Otis town,Census2010Pop,1/1/10,672,Otis,otis
61,23,17,0,"55,960",0,1,A,Otisfield town,Census2010Pop,1/1/10,"1,770",Otisfield,otisfield
61,23,13,0,"56,135",0,1,A,Owls Head town,Census2010Pop,1/1/10,"1,580",Owls Head,owls head
61,23,3,0,"56,205",0,1,A,Oxbow plantation,Census2010Pop,1/1/10,66,Oxbow,oxbow
61,23,17,0,"56,310",0,1,A,Oxford town,Census2010Pop,1/1/10,"4,110",Oxford,oxford
61,23,27,0,"56,450",0,1,A,Palermo town,Census2010Pop,1/1/10,"1,535",Palermo,palermo
61,23,25,0,"56,520",0,1,A,Palmyra town,Census2010Pop,1/1/10,"1,986",Palmyra,palmyra
61,23,17,0,"56,625",0,1,A,Paris town,Census2010Pop,1/1/10,"5,183",Paris,paris
61,23,21,0,"56,765",0,1,A,Parkman town,Census2010Pop,1/1/10,843,Parkman,parkman
61,23,31,0,"56,870",0,1,A,Parsonsfield town,Census2010Pop,1/1/10,"1,898",Parsonsfield,parsonsfield
61,23,19,0,"57,045",0,1,A,Passadumkeag town,Census2010Pop,1/1/10,374,Passadumkeag,passadumkeag
61,23,29,0,"57,082",0,1,F,Passamaquoddy Indian Township Reservation,Census2010Pop,1/1/10,718,Passamaquoddy Indian Township Reservation,passamaquoddy indian township reservation
61,23,29,0,"57,090",0,1,F,Passamaquoddy Pleasant Point Reservation,Census2010Pop,1/1/10,749,Passamaquoddy Pleasant Point Reservation,passamaquoddy pleasant point reservation
61,23,19,0,"57,150",0,1,A,Patten town,Census2010Pop,1/1/10,"1,017",Patten,patten
61,23,29,0,"57,780",0,1,A,Pembroke town,Census2010Pop,1/1/10,840,Pembroke,pembroke
61,23,3,0,"57,936",0,1,F,Penobscot Indian Island Reservation,Census2010Pop,1/1/10,0,Penobscot Indian Island Reservation,indian island
61,23,19,0,"57,936",0,1,F,Penobscot Indian Island Reservation,Census2010Pop,1/1/10,null,Penobscot Indian Island Reservation,indian island
61,23,9,0,"57,920",0,1,A,Penobscot town,Census2010Pop,1/1/10,"1,263",Penobscot,penobscot
61,23,3,0,"58,060",0,1,A,Perham town,Census2010Pop,1/1/10,386,Perham,perham
61,23,29,0,"58,165",0,1,A,Perry town,Census2010Pop,1/1/10,889,Perry,perry
61,23,17,0,"58,270",0,1,A,Peru town,Census2010Pop,1/1/10,"1,541",Peru,peru
61,23,7,0,"58,445",0,1,A,Phillips town,Census2010Pop,1/1/10,"1,028",Phillips,phillips
61,23,23,0,"58,515",0,1,A,Phippsburg town,Census2010Pop,1/1/10,"2,216",Phippsburg,phippsburg
61,23,25,0,"59,005",0,1,A,Pittsfield town,Census2010Pop,1/1/10,"4,215",Pittsfield,pittsfield
61,23,11,0,"59,110",0,1,A,Pittston town,Census2010Pop,1/1/10,"2,666",Pittston,pittston
61,23,25,0,"59,705",0,1,A,Pleasant Ridge plantation,Census2010Pop,1/1/10,93,Pleasant Ridge,pleasant ridge
61,23,19,0,"59,950",0,1,A,Plymouth town,Census2010Pop,1/1/10,"1,380",Plymouth,plymouth
61,23,1,0,"60,020",0,1,A,Poland town,Census2010Pop,1/1/10,"5,376",Poland,poland
61,23,3,0,"60,300",0,1,A,Portage Lake town,Census2010Pop,1/1/10,391,Portage Lake,portage lake
61,23,17,0,"60,405",0,1,A,Porter town,Census2010Pop,1/1/10,"1,498",Porter,porter
71,23,5,"60,545","60,545",0,1,A,Portland city,Census2010Pop,1/1/10,"66,194",Portland,portland
61,23,5,0,"60,685",0,1,A,Pownal town,Census2010Pop,1/1/10,"1,474",Pownal,pownal
71,23,3,"60,825","60,825",0,1,A,Presque Isle city,Census2010Pop,1/1/10,"9,692",Presque Isle,presque isle
61,23,29,0,"61,035",0,1,A,Princeton town,Census2010Pop,1/1/10,832,Princeton,princeton
61,23,27,0,"61,210",0,1,A,Prospect town,Census2010Pop,1/1/10,709,Prospect,prospect
61,23,11,0,"61,700",0,1,A,Randolph town,Census2010Pop,1/1/10,"1,772",Randolph,randolph
61,23,7,0,"61,875",0,1,A,Rangeley plantation,Census2010Pop,1/1/10,189,Rangeley,rangeley
61,23,7,0,"61,840",0,1,A,Rangeley town,Census2010Pop,1/1/10,"1,168",Rangeley,rangeley
61,23,5,0,"61,945",0,1,A,Raymond town,Census2010Pop,1/1/10,"4,436",Raymond,raymond
61,23,11,0,"62,190",0,1,A,Readfield town,Census2010Pop,1/1/10,"2,598",Readfield,readfield
61,23,3,0,"62,400",0,1,A,Reed plantation,Census2010Pop,1/1/10,161,Reed,reed
61,23,23,0,"62,645",0,1,A,Richmond town,Census2010Pop,1/1/10,"3,411",Richmond,richmond
61,23,25,0,"62,995",0,1,A,Ripley town,Census2010Pop,1/1/10,488,Ripley,ripley
61,23,29,0,"63,275",0,1,A,Robbinston town,Census2010Pop,1/1/10,574,Robbinston,robbinston
71,23,13,"63,590","63,590",0,1,A,Rockland city,Census2010Pop,1/1/10,"7,297",Rockland,rockland
61,23,13,0,"63,660",0,1,A,Rockport town,Census2010Pop,1/1/10,"3,330",Rockport,rockport
61,23,11,0,"63,835",0,1,A,Rome town,Census2010Pop,1/1/10,"1,010",Rome,rome
61,23,29,0,"63,940",0,1,A,Roque Bluffs town,Census2010Pop,1/1/10,303,Roque Bluffs,roque bluffs
61,23,17,0,"64,185",0,1,A,Roxbury town,Census2010Pop,1/1/10,369,Roxbury,roxbury
61,23,17,0,"64,290",0,1,A,Rumford town,Census2010Pop,1/1/10,"5,841",Rumford,rumford
61,23,1,0,"64,570",0,1,A,Sabattus town,Census2010Pop,1/1/10,"4,876",Sabattus,sabattus
71,23,31,"64,675","64,675",0,1,A,Saco city,Census2010Pop,1/1/10,"18,482",Saco,saco
61,23,7,0,"65,655",0,1,A,Sandy River plantation,Census2010Pop,1/1/10,133,Sandy River,sandy river
71,23,31,"65,725","65,725",0,1,A,Sanford city,Census2010Pop,1/1/10,null,Sanford,sanford
61,23,21,0,"65,865",0,1,A,Sangerville town,Census2010Pop,1/1/10,"1,343",Sangerville,sangerville
61,23,5,0,"66,145",0,1,A,Scarborough town,Census2010Pop,1/1/10,"18,919",Scarborough,scarborough
61,23,27,0,"66,565",0,1,A,Searsmont town,Census2010Pop,1/1/10,"1,392",Searsmont,searsmont
61,23,27,0,"66,635",0,1,A,Searsport town,Census2010Pop,1/1/10,"2,615",Searsport,searsport
61,23,5,0,"66,775",0,1,A,Sebago town,Census2010Pop,1/1/10,"1,719",Sebago,sebago
61,23,21,0,"66,950",0,1,A,Sebec town,Census2010Pop,1/1/10,630,Sebec,sebec
61,23,19,0,"67,160",0,1,A,Seboeis plantation,Census2010Pop,1/1/10,35,Seboeis,seboeis
61,23,9,0,"67,300",0,1,A,Sedgwick town,Census2010Pop,1/1/10,"1,196",Sedgwick,sedgwick
61,23,31,0,"67,475",0,1,A,Shapleigh town,Census2010Pop,1/1/10,"2,668",Shapleigh,shapleigh
61,23,3,0,"67,790",0,1,A,Sherman town,Census2010Pop,1/1/10,848,Sherman,sherman
61,23,21,0,"68,140",0,1,A,Shirley town,Census2010Pop,1/1/10,233,Shirley,shirley
61,23,11,0,"68,385",0,1,A,Sidney town,Census2010Pop,1/1/10,"4,208",Sidney,sidney
61,23,25,0,"68,910",0,1,A,Skowhegan town,Census2010Pop,1/1/10,"8,589",Skowhegan,skowhegan
61,23,25,0,"69,155",0,1,A,Smithfield town,Census2010Pop,1/1/10,"1,033",Smithfield,smithfield
61,23,3,0,"69,260",0,1,A,Smyrna town,Census2010Pop,1/1/10,442,Smyrna,smyrna
61,23,25,0,"69,505",0,1,A,Solon town,Census2010Pop,1/1/10,"1,053",Solon,solon
61,23,15,0,"69,645",0,1,A,Somerville town,Census2010Pop,1/1/10,548,Somerville,somerville
61,23,9,0,"69,750",0,1,A,Sorrento town,Census2010Pop,1/1/10,274,Sorrento,sorrento
61,23,31,0,"70,030",0,1,A,South Berwick town,Census2010Pop,1/1/10,"7,220",South Berwick,south berwick
61,23,15,0,"70,240",0,1,A,South Bristol town,Census2010Pop,1/1/10,892,South Bristol,south bristol
71,23,5,"71,990","71,990",0,1,A,South Portland city,Census2010Pop,1/1/10,"25,002",South Portland,south portland
61,23,13,0,"72,585",0,1,A,South Thomaston town,Census2010Pop,1/1/10,"1,558",South Thomaston,south thomaston
61,23,15,0,"71,955",0,1,A,Southport town,Census2010Pop,1/1/10,606,Southport,southport
61,23,9,0,"72,865",0,1,A,Southwest Harbor town,Census2010Pop,1/1/10,"1,764",Southwest Harbor,southwest harbor
61,23,19,0,"73,250",0,1,A,Springfield town,Census2010Pop,1/1/10,409,Springfield,springfield
61,23,3,0,"64,780",0,1,A,St. Agatha town,Census2010Pop,1/1/10,747,St. Agatha,st. agatha
61,23,25,0,"64,850",0,1,A,St. Albans town,Census2010Pop,1/1/10,"2,005",St. Albans,st. albans
61,23,3,0,"65,025",0,1,A,St. Francis town,Census2010Pop,1/1/10,485,St. Francis,st. francis
61,23,13,0,"65,130",0,1,A,St. George town,Census2010Pop,1/1/10,"2,591",St. George,st. george
61,23,3,0,"65,200",0,1,A,St. John plantation,Census2010Pop,1/1/10,267,St. John,st. john
61,23,19,0,"73,600",0,1,A,Stacyville town,Census2010Pop,1/1/10,396,Stacyville,stacyville
61,23,5,0,"73,670",0,1,A,Standish town,Census2010Pop,1/1/10,"9,874",Standish,standish
61,23,25,0,"73,845",0,1,A,Starks town,Census2010Pop,1/1/10,640,Starks,starks
61,23,19,0,"74,055",0,1,A,Stetson town,Census2010Pop,1/1/10,"1,202",Stetson,stetson
61,23,29,0,"74,125",0,1,A,Steuben town,Census2010Pop,1/1/10,"1,131",Steuben,steuben
61,23,3,0,"74,405",0,1,A,Stockholm town,Census2010Pop,1/1/10,253,Stockholm,stockholm
61,23,27,0,"74,475",0,1,A,Stockton Springs town,Census2010Pop,1/1/10,"1,591",Stockton Springs,stockton springs
61,23,17,0,"74,510",0,1,A,Stoneham town,Census2010Pop,1/1/10,236,Stoneham,stoneham
61,23,9,0,"74,580",0,1,A,Stonington town,Census2010Pop,1/1/10,"1,043",Stonington,stonington
61,23,17,0,"74,685",0,1,A,Stow town,Census2010Pop,1/1/10,385,Stow,stow
61,23,7,0,"74,825",0,1,A,Strong town,Census2010Pop,1/1/10,"1,213",Strong,strong
61,23,9,0,"74,965",0,1,A,Sullivan town,Census2010Pop,1/1/10,"1,236",Sullivan,sullivan
61,23,17,0,"75,035",0,1,A,Sumner town,Census2010Pop,1/1/10,939,Sumner,sumner
61,23,9,0,"75,280",0,1,A,Surry town,Census2010Pop,1/1/10,"1,466",Surry,surry
61,23,9,0,"75,455",0,1,A,Swans Island town,Census2010Pop,1/1/10,332,Swans Island,swans island
61,23,27,0,"75,525",0,1,A,Swanville town,Census2010Pop,1/1/10,"1,388",Swanville,swanville
61,23,17,0,"75,595",0,1,A,Sweden town,Census2010Pop,1/1/10,391,Sweden,sweden
61,23,29,0,"75,770",0,1,A,Talmadge town,Census2010Pop,1/1/10,64,Talmadge,talmadge
61,23,7,0,"75,980",0,1,A,Temple town,Census2010Pop,1/1/10,528,Temple,temple
61,23,25,0,"76,190",0,1,A,The Forks plantation,Census2010Pop,1/1/10,37,The Forks,the forks
61,23,13,0,"76,365",0,1,A,Thomaston town,Census2010Pop,1/1/10,"2,781",Thomaston,thomaston
61,23,27,0,"76,610",0,1,A,Thorndike town,Census2010Pop,1/1/10,890,Thorndike,thorndike
61,23,29,0,"76,895",0,1,A,Topsfield town,Census2010Pop,1/1/10,237,Topsfield,topsfield
61,23,23,0,"76,960",0,1,A,Topsham town,Census2010Pop,1/1/10,"8,784",Topsham,topsham
61,23,9,0,"77,345",0,1,A,Tremont town,Census2010Pop,1/1/10,"1,563",Tremont,tremont
61,23,9,0,"77,415",0,1,A,Trenton town,Census2010Pop,1/1/10,"1,481",Trenton,trenton
61,23,27,0,"77,625",0,1,A,Troy town,Census2010Pop,1/1/10,"1,030",Troy,troy
61,23,1,0,"77,800",0,1,A,Turner town,Census2010Pop,1/1/10,"5,734",Turner,turner
61,23,13,0,"78,115",0,1,A,Union town,Census2010Pop,1/1/10,"2,259",Union,union
61,23,27,0,"78,255",0,1,A,Unity town,Census2010Pop,1/1/10,"2,099",Unity,unity
61,23,17,0,"78,465",0,1,A,Upton town,Census2010Pop,1/1/10,113,Upton,upton
61,23,3,0,"78,570",0,1,A,Van Buren town,Census2010Pop,1/1/10,"2,171",Van Buren,van buren
61,23,29,0,"78,675",0,1,A,Vanceboro town,Census2010Pop,1/1/10,140,Vanceboro,vanceboro
61,23,11,0,"78,745",0,1,A,Vassalboro town,Census2010Pop,1/1/10,"4,340",Vassalboro,vassalboro
61,23,19,0,"78,780",0,1,A,Veazie town,Census2010Pop,1/1/10,"1,919",Veazie,veazie
61,23,9,0,"78,925",0,1,A,Verona Island town,Census2010Pop,1/1/10,544,Verona Island,verona island
61,23,11,0,"79,025",0,1,A,Vienna town,Census2010Pop,1/1/10,570,Vienna,vienna
61,23,13,0,"79,130",0,1,A,Vinalhaven town,Census2010Pop,1/1/10,"1,165",Vinalhaven,vinalhaven
61,23,3,0,"79,270",0,1,A,Wade town,Census2010Pop,1/1/10,283,Wade,wade
61,23,29,0,"79,375",0,1,A,Waite town,Census2010Pop,1/1/10,101,Waite,waite
61,23,27,0,"79,480",0,1,A,Waldo town,Census2010Pop,1/1/10,762,Waldo,waldo
61,23,15,0,"79,550",0,1,A,Waldoboro town,Census2010Pop,1/1/10,"5,075",Waldoboro,waldoboro
61,23,1,0,"79,585",0,1,A,Wales town,Census2010Pop,1/1/10,"1,616",Wales,wales
61,23,3,0,"79,865",0,1,A,Wallagrass town,Census2010Pop,1/1/10,546,Wallagrass,wallagrass
61,23,9,0,"80,040",0,1,A,Waltham town,Census2010Pop,1/1/10,353,Waltham,waltham
61,23,13,0,"80,215",0,1,A,Warren town,Census2010Pop,1/1/10,"4,751",Warren,warren
61,23,3,0,"80,285",0,1,A,Washburn town,Census2010Pop,1/1/10,"1,687",Washburn,washburn
61,23,13,0,"80,425",0,1,A,Washington town,Census2010Pop,1/1/10,"1,527",Washington,washington
61,23,31,0,"80,530",0,1,A,Waterboro town,Census2010Pop,1/1/10,"7,693",Waterboro,waterboro
61,23,17,0,"80,635",0,1,A,Waterford town,Census2010Pop,1/1/10,"1,553",Waterford,waterford
71,23,11,"80,740","80,740",0,1,A,Waterville city,Census2010Pop,1/1/10,"15,722",Waterville,waterville
61,23,11,0,"80,880",0,1,A,Wayne town,Census2010Pop,1/1/10,"1,189",Wayne,wayne
61,23,19,0,"81,055",0,1,A,Webster plantation,Census2010Pop,1/1/10,85,Webster,webster
61,23,7,0,"81,300",0,1,A,Weld town,Census2010Pop,1/1/10,419,Weld,weld
61,23,21,0,"81,405",0,1,A,Wellington town,Census2010Pop,1/1/10,260,Wellington,wellington
61,23,31,0,"81,475",0,1,A,Wells town,Census2010Pop,1/1/10,"9,589",Wells,wells
61,23,29,0,"81,685",0,1,A,Wesley town,Census2010Pop,1/1/10,98,Wesley,wesley
61,23,23,0,"81,930",0,1,A,West Bath town,Census2010Pop,1/1/10,"1,877",West Bath,west bath
61,23,25,0,"82,840",0,1,A,West Forks plantation,Census2010Pop,1/1/10,60,West Forks,west forks
61,23,11,0,"82,945",0,1,A,West Gardiner town,Census2010Pop,1/1/10,"3,474",West Gardiner,west gardiner
61,23,17,0,"83,890",0,1,A,West Paris town,Census2010Pop,1/1/10,"1,812",West Paris,west paris
71,23,5,"82,105","82,105",0,1,A,Westbrook city,Census2010Pop,1/1/10,"17,494",Westbrook,westbrook
61,23,3,0,"82,770",0,1,A,Westfield town,Census2010Pop,1/1/10,549,Westfield,westfield
61,23,3,0,"83,540",0,1,A,Westmanland town,Census2010Pop,1/1/10,62,Westmanland,westmanland
61,23,3,0,"83,785",0,1,A,Weston town,Census2010Pop,1/1/10,228,Weston,weston
61,23,15,0,"84,140",0,1,A,Westport Island town,Census2010Pop,1/1/10,718,Westport Island,westport island
61,23,15,0,"85,010",0,1,A,Whitefield town,Census2010Pop,1/1/10,"2,300",Whitefield,whitefield
61,23,29,0,"85,185",0,1,A,Whiting town,Census2010Pop,1/1/10,487,Whiting,whiting
61,23,29,0,"85,290",0,1,A,Whitneyville town,Census2010Pop,1/1/10,220,Whitneyville,whitneyville
61,23,21,0,"85,710",0,1,A,Willimantic town,Census2010Pop,1/1/10,150,Willimantic,willimantic
61,23,7,0,"85,850",0,1,A,Wilton town,Census2010Pop,1/1/10,"4,116",Wilton,wilton
61,23,5,0,"86,025",0,1,A,Windham town,Census2010Pop,1/1/10,"17,001",Windham,windham
61,23,11,0,"86,165",0,1,A,Windsor town,Census2010Pop,1/1/10,"2,575",Windsor,windsor
61,23,19,0,"86,305",0,1,A,Winn town,Census2010Pop,1/1/10,407,Winn,winn
61,23,11,0,"86,515",0,1,A,Winslow town,Census2010Pop,1/1/10,"7,794",Winslow,winslow
61,23,9,0,"86,655",0,1,A,Winter Harbor town,Census2010Pop,1/1/10,516,Winter Harbor,winter harbor
61,23,27,0,"86,760",0,1,A,Winterport town,Census2010Pop,1/1/10,"3,757",Winterport,winterport
61,23,3,0,"86,865",0,1,A,Winterville plantation,Census2010Pop,1/1/10,224,Winterville,winterville
61,23,11,0,"86,970",0,1,A,Winthrop town,Census2010Pop,1/1/10,"6,092",Winthrop,winthrop
61,23,15,0,"87,075",0,1,A,Wiscasset town,Census2010Pop,1/1/10,"3,732",Wiscasset,wiscasset
61,23,3,0,"87,215",0,1,A,Woodland town,Census2010Pop,1/1/10,"1,213",Woodland,woodland
61,23,17,0,"87,355",0,1,A,Woodstock town,Census2010Pop,1/1/10,"1,277",Woodstock,woodstock
61,23,19,0,"87,390",0,1,A,Woodville town,Census2010Pop,1/1/10,248,Woodville,woodville
61,23,23,0,"87,460",0,1,A,Woolwich town,Census2010Pop,1/1/10,"3,072",Woolwich,woolwich
61,23,5,0,"87,845",0,1,A,Yarmouth town,Census2010Pop,1/1/10,"8,349",Yarmouth,yarmouth
61,23,31,0,"87,985",0,1,A,York town,Census2010Pop,1/1/10,"12,529",York,york
