EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
10371991,EAGLE LAKE REGIONAL HEALTH CENTER,,PO BOX 321,EAGLE LAKE,ME,04739-0321,0,3,3,1000,198306,1,15,0,5,1,201806,5,3,2,0,6,541311,35388,13226,E32Z
223269153,SHEPHERDS GODPARENT HOME,,759 UNION ST,BANGOR,ME,04401-3113,0,3,3,1000,199312,1,15,153000000,1,1,201806,5,4,1,0,6,540870,263201,263201,E91Z
10332353,CORINTH HOUSING CORPORATION,,PO BOX 71,STETSON,ME,04488-0071,0,4,3,3000,197605,2,0,381382000,1,1,201712,5,4,1,0,12,540737,203236,203236,
223180798,NINA PAGANELLI TR UW,% FLEET BANK,PO BOX 31,PORTLAND,ME,04112-0031,0,3,3,1000,0,1,4,62000000,2,1,201804,5,4,0,1,4,540339,218179,,
10220724,BOOTHBAY HARBOR REGION CHAMBER OF COMMERCE,,PO BOX 356,BOOTHBAY HBR,ME,04538-0356,0,6,3,3000,196405,2,0,403566000,1,1,201810,5,4,1,0,10,539985,324037,318249,
237300040,BRIDGTON HISTORICAL SOCIETY,,PO BOX 44,BRIDGTON,ME,04009-0044,0,3,3,2000,197312,1,9,62059000,1,1,201709,5,4,1,0,9,539913,123111,122111,
10022415,KENNEBEC VALLEY CHAMBER OF COMMERCE,,269 WESTERN AVE,AUGUSTA,ME,04330-4933,0,6,3,3000,194508,2,0,200402403,1,1,201712,5,5,1,0,12,538465,622235,571327,,
274093293,JFM NO 4 CORP,% SCOTT SAWYER,800 CENTER ST,AUBURN,ME,04210-6404,0,3,3,1000,201101,1,15,0,1,1,201803,5,3,2,0,3,536730,40857,40857,P73,
16047645,GOOSE ROCKS BEACH FIRE COMPANY,% BILL DUGAN,PO BOX 216,KENNEBUNKPORT,ME,04046-0216,0,3,3,6000,200009,1,15,0,1,1,201712,5,4,1,0,12,535727,218686,73629,M24,
46024650,CHARLES G STRATER MEMORIAL TRUST FBO OGUNQUIT MEMORIAL LIBRARY,,24 CITY CTR,PORTLAND,ME,04101-4090,0,92,3,1000,197012,0,0,928000000,6,12,201712,5,4,0,1,12,534328,209685,,,HUGH C JUDGE TTEE
10198980,NORTHEAST HARBOR FLEET,,PO BOX 462,NE HARBOR,ME,04662-0462,0,7,3,1000,195403,2,0,318000000,1,1,201712,5,2,2,0,12,534141,11042,11042,,
331171974,THE BLUE HILL HARBOR SCHOOL,% RICHARD EICHENBERG,PO BOX 1629,BLUE HILL,ME,04614-1629,0,3,3,1000,200711,1,11,0,1,1,201806,5,4,1,0,6,533632,372423,372423,B25,
10467754,THE CAMDEN CHILDRENS HOUSE MONTESSORI SCHOOL,% ELIZABETH DRURG,58 ELM ST,CAMDEN,ME,04843-1929,0,3,3,2000,199708,1,11,46031000,1,1,201706,5,5,1,0,6,533214,642226,635189,B21Z,
463330177,FRIENDS OF THE STRAND THEATRE,% JO DONDIS,345 MAIN ST,ROCKLAND,ME,04841-3303,0,3,3,2000,201311,1,16,0,1,1,201806,5,5,1,0,6,531663,812083,739496,A31,
300066395,CAMDEN AREA CHRISTIAN FOOD PANTRY,% PAULINE JOHNSTONE,PO BOX 337,CAMDEN,ME,04843-0337,0,3,3,1000,200205,1,15,0,1,1,201712,5,3,1,0,12,531323,91835,91835,K31,
10445998,ASSOCIATED GENERAL CONTRACTORS OF MAINE EDUCATION FOUNDATION,% JOHN W BUTTS,188 WHITTEN RD,AUGUSTA,ME,04330-6021,0,3,3,1000,199002,1,21,40000000,1,1,201712,5,1,2,0,12,531116,2333,2333,,
10532230,SCHOODIC ARTS FOR ALL,,427 MAIN ST,WINTER HARBOR,ME,04693-3228,0,3,3,2000,200005,1,15,0,1,1,201712,5,4,1,0,12,530906,331863,331863,A200,
10411857,RIVER TREE ARTS,,35 WESTERN AVENUE,KENNEBUNK,ME,04043-7366,0,3,3,1200,198608,1,16,90000000,1,1,201804,5,4,1,0,4,530399,243337,237839,A6E0,
43746379,ACADIA COMMUNITY ASSOCIATION,% TERRANCE KELLEY,80 MOUNT DESERT STREET,BAR HARBOR,ME,04609-1335,0,3,3,1000,200309,1,15,0,1,1,201709,5,4,1,0,9,529621,106479,106479,K36,
30279959,UNITED STATES BIATHLON ASSOCIATION INC,,49 PINELAND DR STE 301A,NEW GLOUCESTR,ME,04260-5132,0,3,3,1000,198109,1,15,317000000,1,1,201706,5,6,1,0,6,529620,2695211,2695211,,
10461075,MARIAN MOVEMENT OF PRIESTS INC,% TAMMY OUELLETTE,PO BOX 8,SAINT FRANCIS,ME,04774-0008,0,3,3,7000,199009,1,15,998000000,1,1,201712,5,4,1,0,12,529518,155842,155842,X200,
10505456,SAIL MAINE INC,% PHINEAS SPRAGUE JR,58 FORE STREET,PORTLAND,ME,04101-4842,0,3,3,2000,199607,1,16,994149318,1,1,201712,5,5,1,0,12,529440,745716,693072,A20,
473760738,THE TRANSFORMATION PROJECT,,907 MAIN ST,WESTBROOK,ME,04092-2821,0,3,3,1000,201606,1,15,0,1,1,201712,5,4,1,0,12,528490,245474,245474,L40,
270106217,THOMAS MEMORIAL LIBRARY FOUNDATION,% ROBERT H STIER JR,6 SCOTT DYER RD,CAPE ELIZ,ME,04107-2017,0,3,3,2000,200503,1,17,0,1,1,201712,5,3,1,0,12,528135,74473,62612,B11,
10441147,HABITAT FOR HUMANITY INTERNATIONAL INC,% SEAMUS HIGGINS,83 WASHINGTON ST PENOBSCOT PLAZA,BANGOR,ME,04401-0000,8545,3,9,1000,198701,1,15,29380000,1,1,201706,5,6,1,0,6,528010,1529539,1223459,,GREATER BANGOR HFH OF
223149937,FOOTPRINTS INC,,PO BOX 246,KITTERY,ME,03904-0246,0,3,3,1000,199107,1,15,994560916,1,1,201812,5,4,1,0,12,527786,191007,164742,,
271203367,AMERICAN FOUNDATION FOR RELIEF AND RECONCILIATION IN THE MIDDLE EAST,,282 PATRICKTOWN RD,SOMERVILLE,ME,04348-3001,0,3,3,2000,201004,1,15,0,1,1,201712,5,5,1,0,12,527512,802372,802372,Q30,
311630554,BRUCE ALLAIN CHARITABLE TRUST,% VAUGHN LEBLANC,PO BOX 37,ATHENS,ME,04912-0037,0,3,3,2000,199903,1,17,0,2,1,201806,5,4,1,0,6,527285,155654,36498,B82,
260472006,EVELYN S AND K E BARRETT FOUNDATION,% KENNETH E BARRETT,16 CAPTAINS WAY,KITTERY POINT,ME,03905-5306,0,3,3,1000,200708,1,4,0,2,1,201806,5,3,0,1,6,526232,89099,,T20,
16014181,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% VIRGIL D WHITNEY,246 MAIN ST,FAIRFIELD,ME,04937-1406,9154,19,9,1000,198705,1,0,907908000,5,1,201706,5,6,1,0,6,525894,1002479,329298,,6924 FAIRFIELD MEMORIAL POST
16075602,EDITH L & H DANFORTH ROSS SCHOLARSHIP FUND 124-6130894630,% HM PAYSON & CO,PO BOX 31,PORTLAND,ME,04112-0031,0,3,3,1000,199007,0,4,909000000,6,12,201801,5,3,0,1,1,525683,25004,,,
16002829,DEER ISLE YACHT CLUB,% ALAN M CHESNEY,PO BOX 128,SUNSET,ME,04683-0128,0,7,3,1000,198509,2,0,288000000,1,1,201712,5,3,1,0,12,525496,62035,62035,,
204271488,DANIEL HANLEY CENTER FOR HEALTH LEADERSHIP,% JAMES A HARNAR,217 COMMERCIAL ST STE 406,PORTLAND,ME,04101-4678,0,3,3,1000,200606,1,15,0,1,1,201712,5,6,1,0,12,525083,1030648,1030648,E60,
510136173,MILO HOUSING CORPORATION,,5 CHIEFTAN HTS OFC,GREENVILLE,ME,04441-4019,0,3,3,1000,197609,1,16,382229000,1,1,201712,5,4,1,0,12,523931,320095,320095,L22Z,
16038250,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,213 AROOSTOOK AVE,MILLINOCKET,ME,04462-1425,1156,8,9,1000,197301,1,0,279265000,5,1,201803,5,4,1,0,3,520089,404918,166286,,1521 MILLINOCKET
10377985,FARMINGTON HISTORICAL SOCIETY INC,% JANE WOODMAN,PO BOX 575,FARMINGTON,ME,04938-0575,0,3,3,2000,198111,1,15,62119123,1,1,201712,5,3,2,0,12,519853,48291,31160,,
16006980,WILLIAM O EMERY TRUST UW 60 FBO,% HM PAYSON & CO,PO BOX 31,PORTLAND,ME,04112-0031,0,92,3,1000,0,0,0,0,5,12,201808,5,4,0,1,8,519726,245443,,,N PARISH CONGREGATIONAL CHURCH NECT
263322306,KENNEBEC VALLEY FAMILY DENTISTRY,% KIMBERLEY S GORDON,269 WATER STREET,AUGUSTA,ME,04330-4645,0,3,3,1000,200906,1,16,0,1,1,201712,5,5,1,0,12,519306,791399,791399,E30,
10535123,NORTHEAST HARBOR SAILING SCHOOL,,PO BOX 12,NE HARBOR,ME,04662-0012,0,3,3,1000,200101,1,15,0,1,1,201712,5,3,2,0,12,518733,36827,36827,N114,
10405256,KNOX DISTRICT HOUSING,,1200 STATE HIGHWAY 3,BAR HARBOR,ME,04609-7131,0,3,3,1000,198605,1,15,200000000,1,1,201806,5,4,1,0,6,518073,132024,132024,,
134258964,KOLLEGEWIDGWOK SAILING AND EDUCATION ASSOCIATION,% JAMES P MODISETTE,PO BOX 368,BLUE HILL,ME,04614-0368,0,3,3,1200,200310,1,16,0,1,1,201712,5,4,1,0,12,517905,119778,119778,N67,
10455007,MARINE & ENVIRONMENTAL RESEARCH INSTITUTE,% SUSAN SHAW,PO BOX 1652,BLUE HILL,ME,04614-1652,0,3,3,2000,199109,1,15,379000000,1,1,201712,5,4,1,0,12,517857,271727,271727,C99Z,
10236928,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,37 4TH STREET,OLD TOWN,ME,04468-0000,1156,8,9,1000,195110,1,0,279265000,5,1,201803,5,5,1,0,3,517299,559309,213103,Y40Z,1287 OLD TOWN
222993035,KIDS FIRST CENTER,% SUSAN LIVINGSTON,222 SAINT JOHN ST STE 101,PORTLAND,ME,04102-3054,0,3,3,1200,199001,1,15,123000000,1,1,201712,5,4,1,0,12,517185,384479,371647,,
16150781,NEW ENGLAND WILDLIFE TR,% DR AMY P WOOD,133 WILLIAMS RD,GEORGETOWN,ME,04548-3340,0,3,3,1000,199907,1,4,0,1,1,201712,5,1,0,1,12,516000,1,,D300,WOOD AMY P TTEE
464822598,BOOTHBAY REGION COMMUNITY RESOURCE COUNCIL,% DEBI WOOD,PO BOX 43,BOOTHBAY HBR,ME,04538-0043,0,3,3,1200,201407,1,15,0,1,1,201712,5,4,1,0,12,515767,369681,369681,W99,
10374565,WINTER FOUNDATION,% MALCOLM PHILBROOK,C/O MALCOLM PHILBROOK 19 DEXTER AVE,AUBURN,ME,04210-0000,0,3,3,2000,197211,1,15,59000000,1,1,201810,5,4,1,0,10,514869,242084,242084,,
10382451,WHITNEY BROOKSIDE CORPORATION,,PO BOX 482,CANTON,ME,04221-0482,0,3,3,1000,198209,1,15,382000000,1,1,201712,5,4,1,0,12,514003,241964,241964,L22,
800959538,WESTERN MAINE CHILDRENS MUSEUM,% ANGELA MCLEOD,PO BOX 1161,WILTON,ME,04294-1161,0,3,3,2000,201408,1,15,0,1,1,201712,5,4,1,0,12,513204,194060,193114,A50,
222581397,ST JOHN PLT DEV CORP,,PO BOX 466,FORT KENT,ME,04743-0466,0,4,3,1000,199202,2,0,380381382,1,1,201712,5,4,1,0,12,512711,148794,-17314,,
621499705,WILLIAM E AND LUCRETIA W EVANS FOUNDATION INC,,21 SPAR CIR,YARMOUTH,ME,04096-6536,0,3,3,1000,199210,1,4,602000000,1,1,201712,5,4,0,1,12,509524,105713,,,WELWE
10430677,JOHNSON HALL INC,,PO BOX 777,GARDINER,ME,04345-0777,0,3,3,2000,198901,1,15,88090000,1,1,201706,5,4,1,0,6,508269,498694,494978,A650,
10436739,EASTPORT ARTS CENTER,,36 WASHINGTON ST,EASTPORT,ME,04631-1326,0,3,3,1000,199102,1,15,59000000,1,1,201712,5,4,1,0,12,507053,196216,196216,,
16026691,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% LUKE S GOODWIN,PO BOX 67,MADISON,ME,04950-0067,9154,19,9,1000,198705,1,0,907908000,1,1,201712,5,4,1,0,12,506767,181211,59612,W30Z,7865 HARVELL-BISHOP POST
10027741,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,PO BOX 2206,AUGUSTA,ME,04338-2206,1156,8,9,1000,195110,1,0,279265000,5,1,201803,5,6,1,0,3,506098,2010591,472343,,964 AUGUSTA
10380003,WINTERPORT FIRE AND RESCUE ASSOCIATION,% THOMAS SKRATT,PO BOX 724,WINTERPORT,ME,04496-0724,0,3,3,1000,200501,1,16,0,1,1,201712,5,4,1,0,12,506087,168125,168125,E62,
10540292,KONBIT SANTE CAP-HAITIEN HEALTH,% KONBIT SANTE CAP HAITIEN HEALTH P,PO BOX 11281,PORTLAND,ME,04104-7281,0,3,3,1000,200604,1,15,0,1,1,201809,5,5,1,0,9,505894,974244,974244,Q30,
10417249,ORONO LAND TRUST INC,,PO BOX 4,ORONO,ME,04473-0004,0,3,3,1000,198612,1,16,350995000,1,1,201712,5,3,1,0,12,505122,96239,96239,,
16040921,C WILKES BABB TR UW KEY BK OF SOUTHWRN ME,% ACADIA TRUST N A,5 MILK ST STE 1,PORTLAND,ME,04101-4170,0,3,3,1000,200111,1,4,0,2,1,201712,5,4,0,1,12,504831,117547,,T20,
46036230,TR U-ART 7 OWO MARY A FALVEY BO HAWTHORNE HOUSE & ECUMENICAL CTR H,% LORING WOLCOTT & COOLIDGE,C/O HM PAYSON 1 PORTLAND SQ BOX 31,PORTLAND,ME,04112-0000,0,3,3,1000,197012,0,17,909000000,2,1,201712,5,4,1,0,12,503869,128821,16284,,
223245434,VALLEY MEDICAL ASSOCIATION,,194 E MAIN ST,FORT KENT,ME,04743-1428,0,3,3,1000,199311,1,16,154000000,1,1,201709,5,3,2,0,9,503457,47322,47322,X99Z,
10479848,RESPONSIBLE PET CARE OF OXFORD HILLS,,PO BOX 82,NORWAY,ME,04268-0082,0,3,3,1000,199512,1,15,994913000,1,1,201712,5,4,1,0,12,501208,399168,373888,D200,
10267492,PORTLAND CHEVRA KADISHA A MAINE NONPROFIT CORP - T13-B,,471 DEERING AVE,PORTLAND,ME,04103-4404,0,3,3,7000,194304,1,16,900029000,1,1,201711,5,4,1,0,11,501195,206249,206249,X20Z,
10095740,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,,27 MAIN ST,S PORTLAND,ME,04106-2617,320,5,9,3000,194102,2,0,911000000,5,1,201712,5,6,1,0,12,500150,2398433,2392975,,340 TCWH
10458421,DORCAS LIBRARY ASSOC,,28 MAIN STREET,PROSPECT HARBOR,ME,04669-0000,0,3,3,1000,199111,1,15,61000000,1,1,201712,4,3,2,0,12,499054,43318,43318,B71Z,
10218055,POT AND KETTLE CLUB,% KATHLEEN GRAVES,PO BOX 1314,SOUTHWEST HBR,ME,04679-1314,0,7,3,1000,197210,2,0,318317000,1,1,201712,4,5,1,0,12,498146,592716,592716,,
743136956,TELLING ROOM,% ABIGAIL CHANCE,225 COMMERCIAL ST STE 201,PORTLAND,ME,04101-6605,0,3,3,1000,200609,1,15,0,1,1,201706,4,5,1,0,6,498034,645188,618941,O50,
10039552,CAMDEN YACHT CLUB,,PO BOX 204,CAMDEN,ME,04843-0204,0,7,3,1000,196710,2,0,319317000,1,1,201712,4,5,1,0,12,497766,520499,496195,,
222508469,AROOSTOOK TITLE COMPANY,,PO BOX 26,CARIBOU,ME,04736-0026,0,2,3,1000,198406,2,0,912603000,1,1,201809,4,3,1,0,9,495993,84835,-3319,,
810806858,EASTERN SLOPE AIRPORT AUTHORITY,% H EDMUND BERGERON,PO BOX 334,FRYEBURG,ME,04037-0334,0,4,3,3000,201604,2,0,0,1,1,201712,4,4,1,0,12,495148,300645,206704,W30,
432023182,SUSTAINABLE HARVEST INTERNATIONAL,% FLORENCE L REED,104 MAIN STREET,ELLSWORTH,ME,04605-1918,0,3,3,1000,200312,1,15,0,1,1,201706,4,6,1,0,6,494810,1377262,1313294,C60,
16013463,EVERGREEN CEMETERY ASSN,% PETER SAWYER-SECRETARY,247 KANSAS RD,MILBRIDGE,ME,04658-3121,0,13,3,1000,194004,1,0,900000000,5,1,201712,4,2,2,0,12,493895,12444,12444,,
800362127,PROSPERITYME,% CLAUDE RWAGANJE,PO BOX 8013,PORTLAND,ME,04104-8013,0,3,3,1200,200911,1,15,0,1,1,201712,4,5,1,0,12,493522,511742,511742,P51,
43364532,VIRGINIA PROJECT INC,,PO BOX 231,BATH,ME,04530-0231,0,3,3,2000,199807,1,15,994119062,1,1,201712,4,4,1,0,12,493285,216316,210448,A84,
16036049,MAURICE W & LEILA M FORSTER TRUST,% ANDROSCOGGIN BANK,TWO CITY CENTE,PORTLAND,ME,04101-4010,0,92,3,1000,197206,2,0,928000000,6,12,201712,4,4,0,1,12,493131,191164,,,
56017767,HARMONY INC,% DENISE DYER,1055 CHADBOURNE RD,STANDISH,ME,04084-5264,6067,3,6,2000,201408,1,16,90059089,1,1,201711,4,4,1,0,11,492224,286192,286192,A6B0,
10266549,KENNEBEC VALLEY HUMANE SOCIETY,,10 PETHAVEN LN,AUGUSTA,ME,04330-6119,0,3,3,4000,196507,1,15,999000000,1,1,201712,4,6,1,0,12,491854,1011730,991811,D200,
10499592,ABBA A WOMENS RESOURCE CENTER,,470 FOREST AVE STE 211,PORTLAND,ME,04101-2009,0,3,3,1000,199604,1,15,994120000,1,1,201712,4,4,1,0,12,491818,197158,197158,A33,
16056516,TRUST U/W LUCY W HARDY B/O H D GOODALL HOSPITAL INC,% HM PAYSON & CO,PO BOX 31,PORTLAND,ME,04112-0031,0,3,3,1000,201101,1,4,928000000,2,1,201808,4,4,0,1,8,490583,232541,,T22,
10535175,WINTERKIDS EDUCATION FOUNDATION,,506 MAIN ST STE 10,WESTBROOK,ME,04092-4387,0,3,3,2000,200008,1,15,0,1,1,201805,4,5,1,0,5,490002,593169,530249,N68,WINTER KIDS
222503856,HOSPICE VOLUNTEERS OF WATERVILLE AREA,,304 MAIN ST,WATERVILLE,ME,04901-4919,0,3,3,1000,198412,1,15,179000000,1,1,201712,4,4,1,0,12,488867,364031,240823,P74N,
16011236,GERMAN PROTESTANT SOCIETY,% ALFRED STORER,PO BOX 205,WALDOBORO,ME,04572-0205,0,13,3,1000,200504,2,0,0,1,1,201712,4,2,2,0,12,487945,24747,24747,Y50,
10514370,MAINE RESTAURANT ASSOCIATION,,45 MILVILLE ST,AUGUSTA,ME,04330-0000,0,6,3,2000,200108,2,0,0,1,1,201712,4,5,1,0,12,486759,567765,552482,S41,
10370385,FRANKLIN COUNTY CHILDRENS TASK FORCE INC,% ELIZABETH KUHLMAN,113 CHURCH ST,FARMINGTON,ME,04938-5900,0,3,3,1000,198008,1,15,123327328,1,1,201712,4,6,1,0,12,482875,1025889,1019353,I010,FRANKLIN COUNTY MAINE CHAPTER
10533972,SYNTIRO,% KATHRYN F MARKOVCHICK,11 SOUTH RD,READFIELD,ME,04355-3336,0,3,3,2100,200409,1,15,0,1,1,201706,4,6,1,0,6,482695,1915758,1915758,B90,
16098308,ELEANOR L WALKER REVOCABLE TRUST,% H M PAYSON & CO TTEES,PO BOX 31,PORTLAND,ME,04112-0031,0,3,3,1000,199407,1,4,0,2,1,201712,4,4,0,1,12,482458,119078,,,
16102905,MARY T & CURTIS D LOVILL TRUST,,PO BOX 10,GARDINER,ME,04345-0010,0,3,3,1000,199109,1,4,40561602,2,1,201806,4,3,0,1,6,481563,91467,,,HESELTON GEORGE W TTEE
311608996,THE EDWARD L AND RUTH J JONES CHARITABLE FOUNDATION,% ROBERT B GREGORY,C/O ROBERT B GREGORY,DAMARISCOTTA,ME,04543-0000,0,3,3,1000,199810,1,4,602000000,2,1,201712,4,4,0,1,12,481242,137340,,T22,
454869369,CASCO FOUNDATION,% SPINNAKER TRUST,123 FREE ST,PORTLAND,ME,04101-3919,0,3,3,1000,201410,1,4,0,1,1,201712,4,4,0,1,12,480967,281035,,T20,
10233275,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% 8835 ESTEN H PEABODY,175 VETERAN DR,WINSLOW,ME,04901-0761,9154,19,9,1000,198705,1,0,907908000,1,1,201706,4,5,1,0,6,479628,964185,224668,,8835 MACCRILLAS ROUSSEAU POST
16021203,MILBRIDGE MEDICAL CENTER,% JEFFREY LOVIT,PO BOX 311,CHERRYFIELD,ME,04622-0311,0,3,3,1000,196601,1,15,150179399,1,1,201712,4,3,2,0,12,479071,49057,39054,,
16008548,BENJAMIN FULLER & HARRIET WILLIAMS MEMORIAL TR 10 10 123 0023940,% KENNEBEC SAVINGS BANK TRUST DEPT,150 STATE ST,AUGUSTA,ME,04330-7418,0,92,0,1000,197208,0,0,909000000,6,12,201708,4,4,0,1,8,478819,117447,,,
222557798,CARIBOU CONGREGATE HOUSING DEVELOPMENT CORPORATION INC,,PO BOX 1288,PRESQUE ISLE,ME,04769-1288,0,3,3,1000,198410,1,15,153000000,1,1,201709,4,4,1,0,9,478521,214421,214421,L22Z,
10542054,FAIRBANKS SCHOOL NEIGHBORHOOD ASSOCIATION INC,% ERICK APLAND,232 CLOVER MILL RD,FARMINGTON,ME,04938-5010,0,3,3,1000,200206,1,15,0,1,1,201712,4,3,2,0,12,477849,37447,23954,N31,
10530498,SHERMAN FAMILY FOUNDATION,% DAVID S SHERMAN,874 SHORE RD,CAPE ELIZ,ME,04107-1525,0,3,3,1000,200001,1,4,0,1,1,201712,4,4,0,1,12,477394,219994,,T22,
10285920,EAST GRAND HEALTH CENTER INC,,201 HOULTON RD,DANFORTH,ME,04424-3140,0,3,3,1000,197111,1,16,995154179,1,1,201803,4,5,1,0,3,477196,519969,519969,E30Z,
61070327,EASTERN LEAGUE OF PROFESSIONAL BASEBALL CLUBS INC,,30 DANFORTH ST STE 208,PORTLAND,ME,04101-4574,0,6,3,1000,198310,2,0,210000000,1,1,201710,4,5,1,0,10,477029,931518,931518,,
43386167,ISLAND CONNECTIONS,,93 COTTAGE STREET SUITE 300,BAR HARBOR,ME,04609-1400,0,3,3,1000,199804,1,15,994160000,1,1,201712,4,4,1,0,12,476986,172714,157486,P80,
222946908,CAMDEN CONFERENCE,,PO BOX 882,CAMDEN,ME,04843-0882,0,3,3,1000,198905,1,15,123000000,5,1,201806,4,4,1,0,6,476527,483576,483576,,
593823613,FRIENDS OF THAI DAUGHTERS INC,% JANE MCBRIDE,PO BOX 370,TREVETT,ME,04571-0370,0,3,3,1000,200603,1,15,0,1,1,201712,4,4,1,0,12,476132,496544,443181,P11,
10499084,MAINE LONG TERM CARE OMBUDSMAN PROGRAM,,61 WINTHROP ST,AUGUSTA,ME,04330-5502,0,3,3,1000,199510,1,15,994575430,1,1,201809,4,6,1,0,9,475927,1311892,1303738,P81,
10379683,THE ISLESFORD NEIGHBORHOOD HOUSE ASSOCIATION,,PO BOX 112,ISLESFORD,ME,04646-0112,0,3,3,1000,199012,1,15,200000000,1,1,201805,4,3,2,0,5,474715,43949,43949,T99Z,
275079950,MAINE INFONET COLLABORATIVE,% JAMES M JACKSON SANBORN,5784 YORK VILLAGE SUITE 58,ORONO,ME,04469-5784,0,3,3,1000,201203,1,16,0,1,1,201806,4,5,1,0,6,474249,584905,584905,P20
10270233,BLUE HILL SOCIETY FOR AID TO CHILDREN INC,,PO BOX 472,BLUE HILL,ME,04614-0472,0,3,3,1000,196401,1,15,40349000,1,1,201712,4,4,1,0,12,473714,243233,243233,N20Z
222985019,THE DOWNEAST CHAPTER OF MAINE AUDUBON,,PO BOX 1212,ELLSWORTH,ME,04605-1212,0,3,3,1000,198907,1,15,124000000,1,1,201712,4,4,1,0,12,471981,117445,53081,C300
10388492,TURNER PUBLIC LIBRARY,,98 MATTHEWS WAY,TURNER,ME,04282-3930,0,3,3,1200,198312,1,15,61000000,1,1,201806,4,3,1,0,6,471764,62004,54686,
43366975,CONSUMERS FOR AFFORDABLE HEALTH CARE FOUNDATION,,12 CHURCH ST,AUGUSTA,ME,04330-5108,0,3,3,2000,199803,1,15,125000000,1,1,201712,4,5,1,0,12,470762,820731,820731,E99Z
201318755,MIZPAH INC,% MICHAEL CORBIN,139 PLEASANT AVE,MADAWASKA,ME,04756-1111,0,3,3,1000,200606,1,15,0,1,1,201806,4,4,1,0,6,468938,158878,158878,P99
10449907,SAFE ABORTIONS FOR EVERYONE,,PO BOX 206,FREEPORT,ME,04032-0206,0,3,3,1000,199404,1,15,179000000,1,1,201712,4,4,1,0,12,467715,163935,80352,
43669676,GARDINER MAIN STREET,% RANDALL CLARK,PO BOX 194,GARDINER,ME,04345-0194,0,3,3,1000,200502,1,15,0,1,1,201712,4,4,1,0,12,467707,227027,193533,S20
10285190,SMITH TOBEY POST N0 TWENTY ONE OF DEPT OF MAINE AMERICAN LEGION INC,,200 CONGRESS AVE,BATH,ME,04530-1539,0,19,3,1000,201406,1,0,907908000,5,1,201712,4,4,1,0,12,467280,270321,198091,W30
10504259,MAINE & COMPANY,,PO BOX 7462,PORTLAND,ME,04112-7462,0,6,3,1000,199609,0,0,205000000,1,1,201806,4,5,1,0,6,466929,715369,715369,
10456596,ALEX TANOUS FOUNDATION FOR SCIENTIFIC RESEARCH,% WAKINE G TANOUS,PO BOX 3818,PORTLAND,ME,04104-3818,0,3,3,1000,199307,1,4,123199000,1,1,201806,4,3,0,1,6,466435,96731,,
223565726,KITTERY HOUSING CORPORATION,,78 ATLANTIC PL,S PORTLAND,ME,04106-2316,0,3,3,1000,199806,1,15,0,1,1,201706,4,3,1,0,6,466327,73723,73723,L200
16045966,SOUTH PORTLAND HISTORICAL SOCIETY,,55 BUGLIGHT RD,S PORTLAND,ME,04106-1654,0,3,3,2000,200501,1,15,0,1,1,201712,4,4,1,0,12,466302,105556,83373,A80
10366967,STONEHAM RESCUE SERVICE,,PO BOX 42,STONEHAM,ME,04231-0042,0,3,3,1000,198002,1,15,158000000,1,1,201712,4,4,1,0,12,466235,138520,136514,E620
452040098,FOOD JOY,,310 SOPERS MILL RD,AUBURN,ME,04210-9605,0,3,3,1000,201405,1,16,0,1,1,201712,4,3,2,0,12,464983,27069,27069,K40
222559835,PENOBSCOT CEREBRAL PALSY FOUNDATION,,700 MT HOPE AVENUE,BANGOR,ME,04401-5691,0,3,3,1000,198411,1,17,160602927,1,1,201806,4,3,1,0,6,464957,98145,24674,
10494687,MORRIS FARM TRUST,% MERIDITH E N FOSSEL,PO BOX 136,WISCASSET,ME,04578-0136,0,3,3,2000,199506,1,15,994149352,1,1,201712,4,4,1,0,12,464905,129153,117667,B99,
10380077,MAINE YOUTH CAMPING ASSOCIATION,,PO BOX 1861,PORTLAND,ME,04104-1861,0,3,3,1000,199002,1,16,325000000,1,1,201806,4,4,1,0,6,464704,226081,226081,N20Z,
800674914,GATHERING PLACE,% CHARLES M CARROLL,PO BOX 171,BRUNSWICK,ME,04011-0171,0,3,3,1000,201402,1,15,0,1,1,201712,4,4,1,0,12,463596,131226,117314,X20,
203144444,NO LIMITS LIMB LOSS FOUNDATION,% MARY LEIGHTON,265 CENTRE RD,WALES,ME,04280-3306,0,3,3,2000,200606,1,15,0,1,1,201712,4,5,1,0,12,463253,600398,570998,E60,
