,facility.id,facility.callSign,facility.service,facility.rfChannel,facility.virtualChannel,facility.licenseExpirationDate,facility.statusDate,facility.status,facility.communityCity,facility.communityState,facility.facilityType,facility.frequency,facility.activeInd,facility.scannedLetterIds,facility.cenEmail,facility.cenPhone,facility.partyName,facility.partyAddress1,facility.partyAddress2,facility.partyCity,facility.partyZip1,facility.partyZip2,facility.partyState,facility.partyPhone,facility.nielsenDma,facility.networkAfil,facility.band,facility.authAppId,facility.authAppIdLMS,facility.lmsRenewalId,facility.postCardId,facility.mainStudioContact.contactAddress1,facility.mainStudioContact.contactAddress2,facility.mainStudioContact.contactCity,facility.mainStudioContact.contactZip,facility.mainStudioContact.contactZipExt,facility.mainStudioContact.contactState,facility.mainStudioContact.contactPhone,facility.mainStudioContact.contactFax,facility.mainStudioContact.contactWebsite,facility.mainStudioContact.contactEmail,facility.mainStudioContact.contactName,facility.mainStudioContact.contactTitle,facility.mainStudioContact.contactPhoneExt,facility.ccContact.contactAddress1,facility.ccContact.contactAddress2,facility.ccContact.contactCity,facility.ccContact.contactZip,facility.ccContact.contactZipExt,facility.ccContact.contactState,facility.ccContact.contactPhone,facility.ccContact.contactFax,facility.ccContact.contactWebsite,facility.ccContact.contactEmail,facility.ccContact.contactName,facility.ccContact.contactTitle,facility.ccContact.contactPhoneExt
52,3671,WBFB,FM Station,246,,04/01/2022,08/08/2002,LICENSED,BANGOR,ME,H,97.1,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,604844,,,1581375,184 Target Industrial Circle,,BANGOR,04401,,ME,(207)947-9100,,http://www.971thebear.com/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
53,66712,WNSX,FM Station,249,,04/01/2022,,LICENSED,WINTER HARBOR,ME,H,97.7,Y,,,,"STONY CREEK BROADCASTING, LLC",14 WESTWOOD DRIVE,,ELLSWORTH,04605,,ME,(207)667-0002,,,,282554,,,1589705,409 High Street,,Ellsworth,04605,,ME,(207) 667-0002,,,mark@star977.com,Mark Osborne,,,,,,,,,,,,,,,
54,4090,WBQA,FM Station,244,,04/01/2022,,LICENSED,BOOTHBAY HARBOR,ME,ED,96.7,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON STREET,,LEWISTON,04240,,ME,(207)783-9101,,,,1765975,,,,63 Texas Avenue,,Bangor,04401,,ME,207-404-5118,207-942-2857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
55,4380,WSHK,FM Station,287,,04/01/2022,,LICENSED,KITTERY,ME,H,105.3,Y,,,,"TOWNSQUARE MEDIA PORTSMOUTH LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,178325,,,1591027,292 Midlle Road,,DOVER,03820,,NH,603 749 9750,603-749-1459,www.shark1053.com,Herb.Ivy@townsquaremedia.com,Herb Ivy,,,,,,,,,,,,,,,
56,49564,WBQX,FM Station,295,,04/01/2022,,LICENSED,THOMASTON,ME,H,106.9,Y,,,,"WBIN MEDIA CO., INC.",126 DANIEL STREET,SUITE 200,PORTSMOUTH,03801,,NH,(603)431-0000,,,,174431,,,1591835,"30 Thomas Drive, , Unit 4",Unit 4,Westbrook,04092,,ME,207-797-0780,,,sbennett@binradio.com,Stan Bennett,,,,,,,,,,,,,,,
57,25747,WKIT-FM,FM Station,262,,04/01/2022,,LICENSED,BREWER,ME,H,100.3,Y,,,,THE ZONE CORPORATION,PO BOX 1929,,BANGOR,04402,,ME,,,,,1642160,,,,861 Broadway,,Bangor,04401,,ME,207-990-2800,none,wkit@zoneradio.com,kwood@zoneradio.com,Kenneth Wood,,,,,,,,,,,,,,,
58,41105,WBYA,FM Station,288,,04/01/2022,,LICENSED,ISLESBORO,ME,H,105.5,Y,,,,"WBIN MEDIA CO., INC.",126 DANIEL STREET,SUITE 200,PORTSMOUTH,03801,,NH,(603)431-0000,,,,281315,,,1591843,"30 Thomas Drive, Unit 4",Unit 4,Westbrook,04092,,ME,207-797-0780,,,sbennett@binradio.com,Stan Bennett,,,,,,,,,,,,,,,
59,28151,WHSN,FM Station,207,,04/01/2022,,LICENSED,BANGOR,ME,ED,89.3,Y,,,,HUSSON UNIVERSITY,1 COLLEGE CIRCLE,,BANGOR,04401,,ME,,,,,1202756,,,1598577,1 College Circle,,Bangor,04401,,ME,207-973-1011,207-992-1936,whsn-fm.com,nasonm@husson.edu,Mark Nason,,,,,,,,,,,,,,,
60,3134,WJBQ,FM Station,250,,04/01/2022,,LICENSED,PORTLAND,ME,H,97.9,Y,,,,"TOWNSQUARE MEDIA PORTLAND LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,93486,,,1591035,One City Center,Third Floor,Portland,04101,,ME,207-774-6364,207-774-8707,www.wjbq.com,herb.ivy@townsquaremedia.com,Herb Ivy,,,,,,,,,,,,,,,
61,53405,WRBC,FM Station,218,,04/01/2022,,LICENSED,LEWISTON,ME,ED,91.5,Y,,,,PRESIDENT & TRUSTEES OF BATES COLLEGE,121 LANE HALL,,LEWISTON,04240,,ME,,,,,45090,,,1603997,,,,,,,,,,,,,,,,,,,,,,,,,,
62,58726,WERU-FM,FM Station,210,,04/01/2022,,LICENSED,BLUE HILL,ME,ED,89.9,Y,,,,SALT POND COMMUNITY BROADCASTING COMPANY,P.O. BOX 170,,EAST ORLAND,04431,,ME,,,,,1276492,,,1577142,1186 Acadia Highway,,East Orland,04431,,ME,800-625-9378,,https://weru.org/,matt@weru.org,Matt Murphy,,,,,,,,,,,,,,,
63,60040,WSHD,FM Station,219,,04/01/2022,,LICENSED,EASTPORT,ME,ED,91.7,Y,,,,SHEAD MEMORIAL HIGH SCHOOL,89 HIGH STREET,,EASTPORT,04631,,ME,,,,,51413,,,1596630,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9180,WJJB-FM,FM Station,242,,04/01/2022,,LICENSED,GRAY,ME,H,96.3,Y,,,,"ATLANTIC COAST RADIO, LLC",779 WARREN AVE,,PORTLAND,04103,,ME,(207)284-9600,,,,1234169,,,1575123,779 Warren Ave,,Portland,04103,,ME,207-773-9695,207-761-4406,thebigjab.com,jon@atlanticcoastradio.com,Jon Van Hoogenstyn,,11,,,,,,,,,,,,,
65,9284,WQCB,FM Station,293,,04/01/2022,,LICENSED,BREWER,ME,H,106.5,Y,,,,"TOWNSQUARE MEDIA BANGOR LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,90717,,,1583782,49 Acme Road,,Brewer,04412,,ME,207-989-5631,207-989-5685,http://q1065.fm/,fred.miller@townsquaremedia.com,Fred Miller,,,,,,,,,,,,,,,
66,67698,WOXO-FM,FM Station,224,,04/01/2022,08/09/2020,LICENSED,NORWAY,ME,H,92.7,Y,,,,"BENNETT RADIO GROUP, LLC",271 FLETCHER RD.,,AUBURN,04210,,ME,(207)344-8007,,,,1342429,,,1592602,243 Main St,,Norway,04268,,ME,207-344-8007,,www.woxo.com,stan@bennettradiogroup.com,Stan Bennett,,,,,,,,,,,,,,,
67,65497,WCXU,FM Station,249,,04/01/2022,,LICENSED,CARIBOU,ME,H,97.7,Y,,,,THE CANXUS BROADCASTING CORPORATION,152 EAST GREEN RIDGE RD.,,CARIBOU,04736,,ME,,,,,215778,,,1593655,152 East Green Ridge Road,,Caribou,04736,,ME,1-800-660-9298,1-207-472-3221,channelxradio,channelxradio@yahoo.com,Richard Chandles,,,,,,,,,,,,,,,
68,65947,WMHB,FM Station,209,,04/01/2022,05/21/2001,LICENSED,WATERVILLE,ME,ED,89.7,Y,,,,THE MAYFLOWER HILL BROADCASTING CORP.,MAYFLOWER HILL DRIVE,COLBY COLLEGE,WATERVILLE,04901,,ME,,,,,505005,,,1603906,4280 Mayflower Hill,,Waterville,04901,,ME,207-859-4280,207-859-4285,http://www.wmhbradio.org/,Jess.Manno@colby.edu,Jess Manno,,,,,,,,,,,,,,,
69,69132,WMPG,FM Station,215,,04/01/2022,,LICENSED,GORHAM,ME,ED,90.9,Y,,,,UNIVERSITY OF MAINE SYSTEM,46 UNIVERSITY DRIVE,,AUGUSTA,04330,,ME,,,,,1457869,,,1598273,96 Falmouth St - Mailing address,92 Bedford St - Physical Location,Portland,04104,,ME,207-780-4943,,wmpg.org,stationmanager@wmpg.org,James Rand,,,,,,,,,,,,,,,
70,69317,WUPI,FM Station,221,,04/01/2022,08/27/2001,LICENSED,PRESQUE ISLE,ME,ED,92.1,Y,,,,UNIVERSITY OF MAINE SYSTEM,107 MAIN STREET,,BANGOR,04401,,ME,,,,,49940,,,1598402,181 Main St,209 Pullen Hall,Presque Isle,04769,,ME,207-768-9565,,http://wp.umpi.edu/wupi/,wupi@maine.edu,Rachel Rice,,,,,,,,,,,,,,,
71,74067,WXEX-FM,FM Station,221,,04/01/2022,03/21/2000,LICENSED,SANFORD,ME,H,92.1,Y,,,,"PORT BROADCASTING, LLC",11 DOWNING COURT,,EXETER,03833,1540,NH,(603)583-4767,,,,430116,,,1602905,11 Downing Court,,Exeter,03833,,NH,6035834767,,www.seacoastoldies.com,pete@portbroadcast.com,Pete Falconi,,,,,,,,,,,,,,,
72,171239,WMEK,FM Station,201,,04/01/2022,11/03/2013,LICENSED,KENNEBUNKPORT,ME,ED,88.1,Y,,,,WORD RADIO EDUCATIONAL FOUNDATION,P.O. BOX 398,,NEW DURHAM,03855,0398,NH,(603)859-9170,,,,1662650,25076f91738371f70173922b71bf0287,,1592880,2 Ridge Road,,New Durham,03855,,NH,603-765-8386,,communityliferadio.org,ron@wordradio.net,Ron Malone,,,,,,,,,,,,,,,
73,76041,WCXV,FM Station,251,,04/01/2022,02/12/2008,LICENSED,VAN BUREN,ME,H,98.1,Y,,,,CANXUS BROADCASTING CORPORATION,152 EAST GREENRIDGE ROAD,,CARIBOU,04736,3737,ME,,,,,1646279,,,,152 East Green Ridge Road,,Caribou,04736,,ME,1-800-660-9298,1-207-472-3221,channelxradio.com,channelxradio@yahoo.com,Richard Chandler,,,,,,,,,,,,,,,
74,78242,WYAR,FM Station,202,,04/01/2022,11/25/2019,LICENSED,YARMOUTH,ME,ED,88.3,Y,,,,"HERITAGE RADIO SOCIETY, INC.",219 COUSINS STREET,,YARMOUTH,04096,,ME,,,,,1088565,,,1600955,219 Cousins St,,Yarmouth,04096,,ME,207-650-0581,,wyar.org,j.w.brown@ieee.org,James Woodman Brown,,,,,,,,,,,,,,,
75,12160,WPPI,FM Station,238,,04/01/2022,,LICENSED,TOPSHAM,ME,H,95.5,Y,,,,"ATLANTIC COAST RADIO, LLC",779 WARREN AVENUE,,PORTLAND,04103,,ME,(207)773-9695,,,,186647,,,1575143,779 Warren Ave,,Portland,04103,,ME,207-773-9695,207-761-4406,,jon@atlanticcoastradio.com,Jon Van Hoogenstyn,,11,,,,,,,,,,,,,
76,12882,WZLO,FM Station,276,,04/01/2022,,LICENSED,DOVER-FOXCROFT,ME,H,103.1,Y,,,,THE ZONE CORPORATION,P.O. BOX 1929,,BANGOR,04402,1929,ME,(207)990-2800,,,,1426748,,,1581340,861 Broadway,,Bangor,04401,,ME,207-990-2800,,wzlofm.com,kwood@zoneradio.com,Ken Wood,,,,,,,,,,,,,,,
77,172799,WRGY,FM Station,213,,04/01/2022,09/15/2010,LICENSED,RANGELEY,ME,ED,90.5,Y,,,,TRANET,P.O. BOX 844,,RANGELEY,04970,,ME,(207)864-9749,,,,1764677,,,,2493 Main Street,,Rangeley,04970,,ME,2078649749,,,wrgyradio@gmail.com,Ernest Gurney,,,,,,,,,,,,,,,
78,17482,WYFP,FM Station,220,,04/01/2022,,LICENSED,HARPSWELL,ME,ED,91.9,Y,,,,"BIBLE BROADCASTING NETWORK, INC.",11530 CARMEL COMMONS BLVD,,CHARLOTTE,28226,3976,NC,(704)523-5555,,,,188139,,,1585140,11530 Carmel Commons Blvd.,,Charlotte,28226,,NC,1-800-888-7077,712-432-7155,www.bbnradio.org,jshimmel@bbnmedia.org,Joshua Shimmel,,,,,,,,,,,,,,,
79,17483,WMSJ,FM Station,207,,04/01/2022,12/29/1999,LICENSED,FREEPORT,ME,ED,89.3,Y,,,,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,,CA,(916)251-1600,,,,1520500,,,1572543,,,,,,,,,,,,,,,,,,,,,,,,,,
80,17673,WEZQ,FM Station,225,,04/01/2022,,LICENSED,BANGOR,ME,H,92.9,Y,,,,"TOWNSQUARE MEDIA BANGOR LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,93985,,,1583777,49 Acme Road,,Brewer,04412,,ME,207-989-5631,207-989-5685,http://929theticket.com/,fred.miller@townsquaremedia.com,Fred Miller,,,,,,,,,,,,,,,
81,28684,WQSK,FM Station,248,,04/01/2022,,LICENSED,MADISON,ME,H,97.5,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,210594,,,1581606,184 Target Industrial Circle,,BANGOR,04401,,ME,(207)947-9100,,http://www.kissfm.net/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
82,18535,WBZN,FM Station,297,,04/01/2022,01/14/2000,LICENSED,OLD TOWN,ME,H,107.3,Y,,,,"TOWNSQUARE MEDIA BANGOR LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,1678817,,,,49 Acme Road,,Brewer,04412,,ME,207-989-5631,207-989-5685,http://z1073.com/,fred.miller@townsquaremedia.com,Fred Miller,,,,,,,,,,,,,,,
83,174338,WUMF,FM Station,218,,04/01/2022,11/30/2010,LICENSED,FARMINGTON,ME,ED,91.5,Y,,,,UNIVERSITY OF MAINE SYSTEM,46 UNIVERSITY DRIVE,,AUGUSTA,04330,,ME,(207)621-3462,,,,1408702,,,1593848,111 South St,Olsen Student Center,Farmington,04938,,ME,207-778-7352,,http://www2.umf.maine.edu/wumf/,,MIke Diffin,,,,,,,,,,,,,,,
84,22184,WBPW,FM Station,245,,04/01/2022,02/29/2000,LICENSED,PRESQUE ISLE,ME,H,96.9,Y,,,,"TOWNSQUARE MEDIA LICENSEE OF PEORIA, INC.",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,402042,,,1584243,551 Main Street,,Presque Isle,04769,,ME,207 769-6600,207 764-5274,http://bigcountry969.com/,mark.shaw@townsquaremedia.com,Mark Shaw,,119,,,,,,,,,,,,,
85,22323,WKTJ-FM,FM Station,257,,04/01/2022,,LICENSED,FARMINGTON,ME,H,99.3,Y,,,,"KATAHDIN COMMUNICATIONS, INC.",P.O. BOX 1240,35 LAKE ROAD,MILLINOCKET,04462,,ME,(207)723-9657,,,,296082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,22878,WBLM,FM Station,275,,04/01/2022,03/19/2001,LICENSED,PORTLAND,ME,H,102.9,Y,,,,"TOWNSQUARE MEDIA PORTLAND LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,660548,,,1591031,One City Center,3rd Floor,Portland,04101,,ME,207-774-6364,207-774-8707,www.wblm.com,herb.ivy@townsquaremedia.com,Herb Ivy,,,,,,,,,,,,,,,
87,24949,WTHT,FM Station,260,,04/01/2022,,LICENSED,AUBURN,ME,H,99.9,Y,,,,"WBIN MEDIA CO., INC.",126 DANIEL STREET,SUITE 200,PORTSMOUTH,03801,,NH,(603)431-0000,,,,273171,,,1591875,30 Thomas Drive,Unit 4,Westbrook,04092,,ME,(207) 797-0780,,www.999thewolf.com,sbennett@binradio.com,Stan Bennett,,,,,,,,,,,,,,,
88,69267,WMEB-FM,FM Station,220,,04/01/2022,04/13/2018,LICENSED,ORONO,ME,ED,91.9,Y,,,,UNIVERSITY OF MAINE SYSTEM,46 UNIVERSITY DRIVE,,AUGUSTA,04330,,ME,,,,,1353156,,,1768217,"5748 Memorial Union, Room 164",,Orono,04469,,ME,207-581-4340,,wmeb919.com,wmeb.manager@maine.edu,Mike Murphy,,,,,,,,,,,,,,,
89,69640,WPEI,FM Station,240,,04/01/2022,09/24/2002,LICENSED,SACO,ME,H,95.9,Y,,,,"ATLANTIC COAST RADIO, LLC",779 WARREN AVE,,PORTLAND,04103,1007,ME,,,,,606991,,,1575139,779 Warren Ave,,Portland,04103,,ME,207-773-9695,207-761-4406,,jon@atlanticcoastradio.com,Jon Van Hoogenstyn,,11,,,,,,,,,,,,,
90,33288,WBCI,FM Station,290,,04/01/2022,,LICENSED,BATH,ME,H,105.9,Y,,,,"BLOUNT COMMUNICATIONS, INC.",8 LAWRENCE ROAD,,DERRY,03038,,NH,(603)437-9337,,,,288479,,,1598671,122 Main Street,,Topsham,04886,,ME,207-725-9224,207-725-2686,www.lifechangingradio.com/wbci,dyoung@lifechangingradio.com,David Young,,,,,,,,,,,,,,,
91,33470,WSYY-FM,FM Station,235,,04/01/2022,,LICENSED,MILLINOCKET,ME,H,94.9,Y,,,,"KATAHDIN COMMUNICATIONS, INC.",P.O. BOX 1240,LAKE ROAD,MILLINOCKET,04462,,ME,(207)723-9657,,,,151222,,,1601446,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35218,WTBU,FM Station,237,,04/01/2022,10/17/2001,LICENSED,YORK CENTER,ME,H,95.3,Y,,,,"CAPSTAR TX, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,,OK,(918)664-4581,,,,1462888,,,1600815,815 Lafayette Rd,,Portsmouth,03801,,NH,603-436-7300,,953bull.iheart.com,DisabilityAccessContact@iheartmedia.com,Matthew Blaisdell,,,,,,,,,,,,,,,
93,17670,WWMJ,FM Station,239,,04/01/2022,,LICENSED,ELLSWORTH,ME,H,95.7,Y,,,,"TOWNSQUARE MEDIA BANGOR LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,119898,,,1583795,49 Acme Road,,Brewer,04412,,ME,207-989-5631,207-989-5685,http://i95rocks.com/,fred.miller@townsquaremedia.com,Fred Miller,,,,,,,,,,,,,,,
94,25411,WBAK,FM Station,284,,04/01/2022,,LICENSED,BELFAST,ME,H,104.7,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,87014,,,1581349,184 Target Industrial Circle,,Bangor,04401,,ME,(207)947-9100,,http://www.big104fm.com/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
95,26388,WFMX,FM Station,300,,04/01/2022,,LICENSED,SKOWHEGAN,ME,H,107.9,Y,,,,"MOUNTAIN WIRELESS, INC.",2104 WEST FIRST STREET,APT. 2303,FORT MYERS,33901,,FL,(781)771-3721,,,,1725393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,26389,WARX,FM Station,230,,04/01/2022,,LICENSED,LEWISTON,ME,ED,93.9,Y,,,,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,,CA,(916)251-1600,,,,1239523,,,1591498,,,,,,,,,,,,,,,,,,,,,,,,,,
97,28685,WKVZ,FM Station,271,,04/01/2022,01/22/2002,LICENSED,DEXTER,ME,ED,102.1,Y,,,,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,,CA,(916)251-1600,,,,1545180,,,1591495,,,,,,,,,,,,,,,,,,,,,,,,,,
98,37467,WWWA,FM Station,237,,04/01/2022,01/30/2001,LICENSED,WINSLOW,ME,ED,95.3,Y,,,,"LIGHT OF LIFE MINISTRIES, INC.",160 BANGOR STREET,,AUGUSTA,04330,,ME,,,,,1057951,,,1600194,160 Riverside Drive,,Augusta,04330,,ME,2076221340,,worshipradionetwork.org,publicfile@worshipradionetwork.org,Nadine Beckim,,,,,,,,,,,,,,,
99,39645,WMEW,FM Station,217,,04/01/2022,02/20/2001,LICENSED,WATERVILLE,ME,ED,91.3,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON ST,,LEWISTON,04240,3514,ME,(207)783-9101,,,,535529,,,1592486,63 Texas Avenue,,Bangor,04401,,ME,2074045118,2079422857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
100,39646,WMED,FM Station,209,,04/01/2022,03/23/2000,LICENSED,CALAIS,ME,ED,89.7,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON ST,,LEWISTON,04240,3514,ME,(207)783-9101,,,,285593,,,1592425,63 Texas Avenue,,Bangor,04401,,ME,2074045118,2079422857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
101,39650,WMEH,FM Station,215,,04/01/2022,,LICENSED,BANGOR,ME,ED,90.9,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON ST,,LEWISTON,04240,3514,ME,(207)783-9101,,,,704103,,,1592462,63 Texas Avenue,,Bangor,04401,,ME,2074045118,2079422857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
102,39653,WMEF,FM Station,293,,04/01/2022,,LICENSED,FORT KENT,ME,ED,106.5,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON ST,,LEWISTON,04240,3514,ME,(207)783-9101,,,,1105326,,,1592451,63 Texas Avenue,,Bangor,04401,,ME,2074045118,207942-2857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
103,39661,WMEM,FM Station,291,,04/01/2022,03/20/2001,LICENSED,PRESQUE ISLE,ME,ED,106.1,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON ST,,LEWISTON,04240,3514,ME,(207)783-9101,,,,608092,,,1592476,63 Texas Avenue,,Bangor,04401,,ME,2074045118,2079422857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
104,39655,WMEA,FM Station,211,,04/01/2022,11/19/1999,LICENSED,PORTLAND,ME,ED,90.1,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON STREET,,LEWISTON,04240,3514,ME,(207)783-9101,,,,285537,,,1586457,63 Texas Avenue,,Bangor,04401,,ME,2074045118,2079422857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
105,41007,WOZI,FM Station,270,,04/01/2022,,LICENSED,PRESQUE ISLE,ME,H,101.9,Y,,,,"TOWNSQUARE MEDIA PRESQUE ISLE LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,279950,,,1584129,551 Main Street,,Presque Isle,04769,,ME,207 769-6600,207 764-5274,http://1019therock.com/,mark.shaw@townsquaremedia.com,Mark Shaw,,119,,,,,,,,,,,,,
106,40925,WBKA,FM Station,299,,04/01/2022,,LICENSED,BAR HARBOR,ME,H,107.7,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,209062,,,1581520,184 Target Industrial Circle,,Bangor,04401,,ME,(207)947-9100,,http://www.big104fm.com/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
107,41104,WQSS,FM Station,273,,04/01/2022,,LICENSED,CAMDEN,ME,H,102.5,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,1716944,,,,15 Payne Ave,,Rockland,04841,,ME,(207)623-9000,,http://www.kissfm.net/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
108,46352,WTOS-FM,FM Station,286,,04/01/2022,,LICENSED,SKOWHEGAN,ME,H,105.1,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,1654254,,,,125 Community Drive,Suite 201,Augusta,04330,,ME,(207)623-9000,,http://www.wtosfm.com/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
109,46353,WCTB,FM Station,228,,04/01/2022,,LICENSED,FAIRFIELD,ME,H,93.5,Y,,,,"MOUNTAIN WIRELESS, INC.",P.O. BOX 274,,NORTH MARSHFIELD,02059,,MA,(207)474-5171,,,,193582,,,1585616,,,,,,,,,,,,,,,,,,,,,,,,,,
110,46323,WIGY-FM,FM Station,264,,04/01/2022,08/10/2020,LICENSED,MEXICO,ME,H,100.7,Y,,,,"BENNETT RADIO GROUP, LLC",271 FLETCHER RD.,,AUBURN,04210,,ME,(207)344-8007,,,,602521,,,1592620,243 Main St.,,Norway,04268,,ME,207-344-8007,,www.woxo.com,stan@bennettradiogroup.com,Stan Bennett,,,,,,,,,,,,,,,
111,49690,WHMX,FM Station,289,,04/01/2022,,LICENSED,LINCOLN,ME,ED,105.7,Y,,,,"LIGHTHOUSE RADIO NETWORK, INC.",P.O. BOX 5000,,BANGOR,04402,,ME,(207)947-2751,,,,264034,,,1591963,PO Box 5000,,Bangor,04402,,ME,207-947-2751,207-947-0010,www.solutionfm.com,Tim@solutionfm.com,Timothy Collins,,,,,,,,,,,,,,,
112,49982,WPOR,FM Station,270,,04/01/2022,09/07/2001,LICENSED,PORTLAND,ME,H,101.9,Y,,,,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",73 KERCHEVAL AVENUE,,GROSSE POINTE FARMS,48236,,MI,(313)886-7070,,,,1297140,,,1580158,420 Western Ave.,,South Portland,04106,,ME,207-774-4561,207-774-3788,wpor.com,pfhelp@portlandradiogroup.com,,,,,,,,,,,,,,,,
113,52037,WHOU-FM,FM Station,261,,04/01/2022,,LICENSED,HOULTON,ME,H,100.1,Y,,,,"NORTHERN MAINE MEDIA, INC.",PO BOX 40,,HOULTON,04730,,ME,(207)956-0597,,,,258922,,,1598644,39 Court St.,Suite 215,Houlton,04730,,ME,2075323600,8556329468,www.whoufm.com,fred@whoufm.com,Fred Grant,,,,,,,,,,,,,,,
114,52605,WMME-FM,FM Station,222,,04/01/2022,,LICENSED,AUGUSTA,ME,H,92.3,Y,,,,"TOWNSQUARE MEDIA AUGUSTA/WATERVILLE LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,143066,,,1583682,56 Western Avenue -Suite 1,,Augusta,04330,,ME,2076234735,2076202035,http://www.92moose.fm/,julie.beaulieu@townsquaremedia.com,Julie Beaulieu,,111,,,,,,,,,,,,,
115,52608,WEBB,FM Station,253,,04/01/2022,,LICENSED,WATERVILLE,ME,H,98.5,Y,,,,"TOWNSQUARE MEDIA AUGUSTA/WATERVILLE LICENSE, LLC",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,,NY,(203)861-0900,,,,208332,,,1583694,56 Western Avenue -Suite 1,,Augusta,04330,,ME,2076234735,2076202035,http://b985.fm/,julie.beaulieu@townsquaremedia.com,Julie Beaulieu,,111,,,,,,,,,,,,,
116,54578,WALZ-FM,FM Station,237,,04/01/2022,,LICENSED,MACHIAS,ME,H,95.3,Y,,,,"WILLIAM MCVICAR & ROGER HOLST, GEN. PARTNERSHIP",637 MAIN STREET,,CALAIS,04619,,ME,(207)454-7545,,,,5808,,,1596365,637 Main Street,,Calais,04619,,ME,207-255-4652,207-454-3062,www.wqdy.fm,bill@wqdy.fm,William McVicar,,,,,,,,,,,,,,,
